Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,188,187,141,131,119,132,110,99?,71,55,27,90,78.5,A,1475
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,178,178,135,129,118,129,102,95,67,47,23,93,75.5,A B,1320
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,180,179,128,136,113,127,101,93.5,71,54.5,26,93,75.5,A B,1330
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,180,177,125,131,,,96,88,68,48,23,92,74.5,A,1255
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,180,178,130,139,121,131,100,94,76,53,26,94,71,A,1385
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,182,182,124,144,122,130,96,86,70,50,25,90,75,- A,1380
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,186,185,131,141,123,134,105,97,71,53.5,75.5,92,75.5,A,1460
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,192,191,131,130,119,134,105,98,73.5,53,26,93,74,A B,1390
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,183,181,128,133,115,130,101.5,93,70,51.5,24,92,75,A,1325
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,188,187,126,138,118,127,94,97,73.5,54,26,103,65,D,1390
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,183,180,142,131,118,132,106,95,67,53?,26,90,79,A,1450
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,183,181,138,136,118,128?,102,97,67,55,24,95,74,B,1460
