Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,189,186,132,139,122,133,97,91,72,51,29.5,94,72,A,1475
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,185,181,133,132,123,132,105,108,82,56,24,103,65,D,1380
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,184,182,130,140,125,134,98,92,72,53,26,94,72,A,1425
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,190,188,,133?  ,,,,,,,,,,,
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,183,181,132,146,,,,,,,,,,,1500
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,186,183,141,143,,,,,,,,,,,1600
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,186,182,135,136,121,134,104,98,75,52,24,94,72.5,A,1450
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,187,184,134,136,120,131,102,90,71,52,22,88,77.5,- A,1450
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,186,182,135,144,,,,,,,,,,,1540
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,185,185,133,136,,,98,98,72,52,27,100,68,C,1425
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,187,183,135,138,118,134,102,97,74,53,24,95,71.5,A B,1480
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,177,171,130,,,,,,,,,,,,
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,189,187,132,134,116,129,103,106,71,53,28,103,68,E F,1420
6,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,182,178,125,132,118,126,102,97,69,49,27,95,73,B,1280
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,177,174,130,135,116,121,99,101,68,44,24,102,68,D E,1320
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,196,193,134,140,127,139?,103,101,87,59,29,98,66,A B,1565
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,196,193,142,135,122,129,102,100,75,52,25,98,69,B C,1600
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,184,180,132,141,116,124,96,90,76,52,27,94,69.5,- A,1460
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,185,182,136,142,125,132,103,94,72,53,27,91,74,A,1520
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,183,181,140,132,111,123,98,92,67,48,25,94,74,A B,1440
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,197,191,144,144,121,132,104,98,79,54,28,94,71,A,1740
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,187,184,132,134,115,127,104,93,69,52,29,89,77.5,- A,1410
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,182,178,139,140,120,132,103,95,74,56,26,92,73,- A,1510
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,190,188,135,142,115,125,99,91,69,49,26,92,74,A,1550
6,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Male,184,180,136,139,116,126,101,96,77,55,23.5,95,70,A,1480
6,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,181,180,135,139,121,,100,90,,47?,26,90,,,1445
6,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,189,184,137,140,125,,105,101,,58,25,96,,,1540
6,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,191,185,132,146,125,,102,97,,56,28,95,,,1565
6,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,195,190,142,145,125,,105,103,,58,26,98,,,1710
6,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,194,190,144,142,123,,109,92?,,53,24,84,,,1690
6,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,200,194,141,148,115,,105,97,,52,27,92,,,1775
6,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,182,180,129,139,114,,101,96,,51,26,95,,,1390
