Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,184,182,137,136,115,13,108,101,73,57,25,93,74.5,A B,1460
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,178,132,126,108,121,106,104,74,50,26,98,70,C,1265
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,176,175,127,128,115,122,98,92,66,50,26,94,74.5,A B,1220
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,191,191,131,135,116,,105,99,69,63,25.5,94,,,1440
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,187,186,141,140,114,121,105,97,72,54,24,92,75,A,1570
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,184,131,136,110,,97,92,73,52?,,95,71,A B,1400
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,183,139,132,104,111,96,98,68,47,23,102,68,D E,1430
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,184,135,138.5,116,130,103,96,73,55,26,93,73.5,A B,1470
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,183,138,140,120,124,108,102,68,52,26,94,76,B,1520
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,175,175,,138,,,,,,,,,,,
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,168,165,135,140,116,125,97,87,73,52,26,90,74,- A,1350
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,172,172,129,131,114,123,93,90,64,45,23,97,71.5,B C,1240
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,184,181,128,127,112,124,98,108,71,56,26,110,62,F G,1275
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,190,187,134,136,,123,,,,,,,,,1475
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,181,180,140,126,114,123,103,95,71,51,26,92,75,A,1360
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,189,187,,129,115,125,103,97,68,53,37,94,74.5,A B,
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,175,174,130,134,110,120,97,93,59,45,23,96,75,C,1300
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,182,137,127,109,116,99,95,65,47,26,96,73.5,B C,1355
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,171,171,131,130,107,117,95,90,65,47,24,95,73,B,1235
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,176,174,134,139,117,126,103,95,66,,,92,77,A,1390
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,175,174,,126,110,115,,,64,49,24,,,,
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,182,134,133,115,121,103,105,80,55,24,102,66,C,1405
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,183,136,135,119,135,103,98,79,55,25,95,70,A,1445
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,183,139,134,113,122,100,96,71,49,25,96,71,B,1465
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,188,185,125,138,119,129,105,99,71,58,23,94,74,A B,
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,181,179,135,132,123,133,102,91,61?,50?,27,89,81?,,1370
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,181,127,129,111,124,102,98,66,45,25,96,74,B C,1290
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,177,174,134,132,112,125,100,101,74,54,28,101,67,C D,1330
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,178,177,125,127,105,,96,83?,61?,48,25,,,,1200
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,188,184,138,158,122,133,99,91,73,57,23,92,73,- A,1740
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,182,181,138,142,117,126,101,102,75,52,27,101,67.5,C D,1515
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183.5,182,133,136,121,,,,,,,,,,1405
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,179,133,132,111,120,91,88,72,50,24?,97,68,A B,1335
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,176,172,129,132,114,119,85,83,71,48,23,97,66,A,1275
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,167,167,126?,133,110,115,98,97,65,48,23,99,71,D,1190
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,180,180,133,133,114,119,95.5,,66,45,25,,,,1355
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,180,178,132,134,118,127,97,91,59,45,26,94,77,B C,1360
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,182,181,135,140,110,119,100,97,70,50,25,97,71,B C,1460
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,190,187,145,139,116,124?,105,101,80,55,26,96,69.5,A B,1630
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,177,172,132,131,112,121.5,104,99,69,52,25,95,74,B,1305
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,182,180,135,135,114,127,103,108,73?,52.5,26,105,66,E F,1410
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,185,140,141,113,125,99,98.5,67,50,28,100,70,C D,1550
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,175,173,136,130,112,120,99,90,75,53,23,91,73,- A,1315
8,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,186,186,141,139,111,119,100,100,61,46,25.5,100,71.5,D E,1550
