Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,186,183,128,123,110,123,101,95,66,50,27,94,74,A B,1245
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,189,187,126,137,116,,,,,,,,,,1390
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,187,186,138,133,115,125,103,99,73,54,24,96,71,B,1460
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,181,180,130,131,114,121,100,100,71,48,23,100,69,C,1310
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,187,182,127,127,112,119,100,99,67,51,21,99,70.5,C D,1280
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,182,178,132,132,115,124,96,91,70,53,25,95,71.5,A B,1350
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,175,174,133,136,113,121,102,93,67,45,25,91,76,A,1345
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,181,177,125,129,116,119,98,90,69,51,24,92,74.5,A,1240
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,174,173,126,138,116,124,96,100,66,51,24,104,66.5,E,1285
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,191,187,138,131,,129,107,100,68,52,23,93,76,A B,1470
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,184,181,125,134,123,130,94,96,65,48,24,102,68,D E,1310
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,180,175,130,137,116,127,99,93,71,52,27,94,72,A,1360
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,186,185,130,131,108,119,96,91,61,46,25,95,75,B C,1345
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,170,168,135,140,108,123,94,92,66,49,25,98,70.5,C,1365
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,175,174,131,140,113,127,102,99,69,50,25,97,72,B C,1365
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,177,175,127,127,111,127,98,95,64,48,25,97,72.5,C,1210
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,184,180,128,133,117,123,102,97,74,53,25,95,71.5,A B,1330
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,183,182,133,140,121,131,102,97,75,54,22,95,71,A B,1450
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,179,178,133,134,108,124,100,93,71,51,24,93,73,A,1355
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,182,178,132,138,118,129,91,84,76,55,27,92,68.5,- A,1410
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,193,191,132,139,120,129,105,96,76,55,26,91,73.5,- A,1505
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,173,172,133,125,111,119,100,94,68,49,24,94,73.5,A B,1225
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,187,186,137,136,121,130,99,91?,70?,49,27,92,,,1480
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,182,179,140,135,114,122,97,97,69,49,25,100,69,C,1460
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,182,180,129,136,124,134,102,95,78,56,28,93,71,A,1355
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,192,191,134,138,116,128,108,99,70,51,27,92,76.5,A,1510
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,184,181,130,137,122,129,104,97,73,52,27,93,73.5,A,1395
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,190,186,135,143,125,134,105,98,74,55,26,93,73,A,1560
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,196,192,137,139,122,134,105,98,73,54,26,93,74,A B,1590
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,179,177,129,129,117,122,96,85?,67?,53,26,89,,,1265
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,183,180,137,142,121,129,101,96,74,54,27,95,71.5,A B,1515
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,188,184,143,141,123,131,103,95,78,56,30,92,72,- A,1615
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,182,181,131,138,116,124,96,95,72,52,26,99,68,B C,1400
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,191,190,135,146,121,127,103,94,69,51,26,91,76,A,1600
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,183,180,120,130,108,123,96,96,64,49,29,100,70,C D,1215
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,197,195,136,139,121,130,98,87,73,53,25,89,74.5,- A,1585
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,200,199,137,138,118,130,112,102,71,53,26,91,77.5,A,1610
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,184,182,143,140,122,132,107,99,73,58,26,93,75,A B,1565
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,187,180,132,140,124,136,103,99,74,51,29,96,71,B,1470
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,197,196,138,136,121,133,107,107,71?,53,26,100,,,1570
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,185,185,144,147,122,,103,89,67?,55,26,86,,,1665
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,183,180,126,141,119,128,102,93,74,66,26,91,74,A,1385
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,177,172,137,138,118,127,98,99,74,54,25,101,67,C D,1425
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,187,182,140,140,127,131,103,96,71,52,25,93,74.5,A B,1560
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,181,178,129,137,120,134,110,103,69,52,26,94,76,B,1360
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,189,187,137,135,122,136,105,98,72,52,23,93,74,A B,1485
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,185,182,128,134,113,121,93,89,67,50,22,96,71,B,1350
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,187,186,141,136,123,131,96,83,74,58,26,86,75,- A,1525
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,186,182,138,136,120,133,101,95,74,54,23,94,72,A,1485
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,187,186,135,137,126,131,108,101,68,51,25,94,76.5,B,1470
13,-1590,-1330,BC,BC,Eighteenth Dynasty,Abydos,Male,185,183,141,134,118,124,100,101,70,50,26,101,68,D,1485
