Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
5,-4800,-4500,BC,BC,First Dynasty,Abydos,Male,181,176,131,128,,,,,,,,,,,1290
5,-4800,-4500,BC,BC,First Dynasty,Abydos,Male,179,179,130,,,,,,,,,,,,
5,-4800,-4500,BC,BC,First Dynasty,Abydos,Male,185,184,141,141,108,124,101,94,72,52,26,93,73,A,1565
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,173,173,125,130,111,120?,99,92?,68,47,24,93,74?,,1195
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,184,184,138,134,119,128,100,106?,72,54,26,106,64.5,,1450
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,188,188,134,138,128,137,99,101,68,50,24,102,68,D E,1480
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,191,191,141,134,,,104,,,,,,,,1530
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,192,192,138,134,119,133?,107,103,73,55,26,96,72,B C,1510
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,189,187,141,136,,,111,105,73,55,28,95,74,B,1540
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,195,195,,135,,,,,,,,,,,
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,202,199,132,138,,135,108,105,70,54,27,97,73,C,1565
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,189,188,133,141,,137,102,98,69,50,24,96,72.5,B C,1510
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,175,174,132,130,,125,98,95,68,49,24,97,71,B C,1275
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,,,,,,,,,,,,,,,
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,182,181,133,134,,126,94,91,65,50,27,97,72,B C,1380
5,-4800,-4500,BC,BC,First Dynasty,El Amrah,Male,188.5,188,141.5,136.5,,,112,105,70.5,52,27,94,76,B,1550
