Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,177,139,139,109,124,99,94,70,51,26,95,72,A B,1470
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,176,133,138,114,129?,101,95,81,55,25,94,69,A,1400
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,180,178,140,130,123,131,104,99,75,50,25,95,72,A B,1395
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,184,180,132,130,107,123,108,115,79,54,26,107,64,F,1345
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,189,189,144,141,122,132,111,101,72?,52,24,91,77?,,1630
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,195,193,142,149.5,121,128,108,106,71,51,27,98,72,C D,1760
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,182,133,127,109,123,99,94,68,48,26,95,73,B,1315
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,173,170,127,134,116,122,96,89,62,51,22,93,76,A B,1250
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,185,133,130,107,116,99,92,71.5,48,26,93,73,A,1360
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,191,190,139,145,116,127,102,95,71.5,47,25,93,74,A B,1640
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,201.5,200.5,132,145,118,123,106,97,72,54,25,92,76,A,1635
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,197,192.5,138,140,121,136,105,98,72,50,30,93,74,A B,1620
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,178,127,127,112,121,97,92,66,49,26,95,74,B,1230
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,177,175,120,138.5,112,125,98,101,72.5,53,25,103,66,E,1250
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,182,123,132,112,123,95,91,67.5,49.5,24,96,71.5,B,1265
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,177,175.5,142,138,112,120,103,96,65.5,53,25,93,76.5,B,1475
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,188,187,138,133,113,124,102,92,67,51,24,90,78,A,1465
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,176,174,138.5,131.5,112,119,97,94,70,46,23,97,70.5,B C,1350
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,190.5,187,135,127,114.5,127,106,97,76,56,26,92,74,A,1385
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,192,189,139.5,139,125,135,104,99,67,50.5,28,95,74.5,B C,1580
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,186,183,138,141,122,131,99,91,71,52,26,92,74,A,1540
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,191,189,137.5,139,109,124,103,97,68.5,53,22,94,74.5,A B,1550
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,181,177,140,133,110,123,104,96,76,55?,27?,92,73.5,- A,1430
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,190,186,137,136,119,131,104,92,75,55.5,26,88,76,- A,1510
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,181,131,124,110.5,120,99,93,67,45,25,94,74,A B,1260
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,181,180,139.5,140,113,124,98,93,67.5,53,26,95,65.5,- A,1500
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,185,184,139,139,115,124,104,103,64.5,47,27,99,72.5,D E,1520
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,184,183,137,138,116,130,104,101,73,52,26.5,97,71,B C,1480
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,183,131,132,111,121,100,96,68,51,26,96,72.5,B C,1350
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,175,174,127,130,109,116,90,86,67,52.5,24,96,70.5,B,1230
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,176,132,128,113,125,105,96,70,51.5,21,91,76.5,A,1285
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,180,177,129.5,130,115,128.5,103,94?,70,49,27,91,76,,1285
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,184,183,131 141,131,109,117,102,95,74,51.5,26,93,73,A,1345
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,181,177,141,125,110,121,101,94,65,48,26,93,76?,,1360
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,181,141,136,108,,100,98,68,49,23,98,71,C,1495
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,193,190,141,137,120,131,109,106,77,55,29,97,71,B C,1585
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,174,172,135,133.5,112,,95,91,68,46,26,96,71,B,1330
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,180,176,125,138,115,124?,94,92,70,49,25,98,69,B C,1320
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,186,184,136,134.5,118,128,100,96,75,55,28,96,70,A B,1440
10,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,184,183,142,134,120,130,102,106,72,51,28,104,66.5,E,1490
