Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,180,176,136,130,110,123,95,94,68,49,24,99,69,C,1355
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,182,181,132,131,110,121,100,97,77,55,25,97,69,A B,1340
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,180,179,129,132,117,127,99,105,65,47,27,106,66,G,1300
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,185,183,132,137,114,127,96,91,69,50,28,95,72,A B,1420
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,183,182,132,143,119,128,98,96,75,53,25,98,68.5,B,1470
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,184,184,135,128?,,,113,113,75,51,27,100,70,C D,1355
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,187,186,140,135,,,106,107,70,50,27,101,69.5,D E,1505
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,181,180,136,127,116,129,98,106,68,45,32,108,63.5,G,1330
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,184,184,134,133,111,122,101,99,66,48,27,98,71.5,C D,1395
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,192,191,,136,,,,,,,,,,,
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,182,181,133,124,114,123,103,103,65,48,26,100,71,D E,1275
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,,,,,,,,,,44,25,,,,
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,191,187,128,140,124,134,102,98,80,57,28,96,69,A B,1460
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,184,181,140,135,125,136,105,90,80?,56,27,86,76?,,1480
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,176,175,128,132,111,121,96,83,67,51,22,86,79,- A,1265
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,,,,,,,,,,,,,,,
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,192,187,139,133,116,125,103,95,67,50,24,92,76.5,A,1510
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,195,190,135,144,124,132,104,90,73,51,25,86.5,78,- A,1610
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,176,176,134,137,115,124,103,98,68,50,24,95,74,B,1375
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,177,172,131,131,108,116,94,92,64,49,26,98,71,C,1290
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,176,174,127,126,110,118,95,90,69,49,25,95,71.5,A B,1200
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,188,185,147,141,115,129,100,95,71?,51,25,95,72?,,1660
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,180,180,133,140,119,128,97,94,68,49,24,97,71,B C,1425
12,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Abydos,Male,184,183,140,141,118,124,99,95,67,52,23,96,72.5,B C,1545
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,184,183,136,135,113,,102,94,69,49,25,92,75.5,A,1440
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,183,181,133,131,113,,103,95,69,54,25,92,75.5,A,1355
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,192,190,135,135,119,133?,107,104,77,53,27,97,70,B,1490
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,180,177,137,136,111,122,98,98,69,53,20,100,69,C,1425
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,189,187,132,130,116,127,101,90,67,49,23,89,78,- A,1380
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,195,194,137,131,115,127,104,102,76,53,23,98,69.5,B C,1490
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,184,181,130,136,121,135,99,95?,66?,51,24,96,,,1385
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,175,173,131,130,114,125,96,99,70,51,23,103,66,D E,1270
12,-1590,-1330,BC,BC,Eighteenth Dynasty,Shekh Ali,Male,185,185,139,145,109,117,100,87??,64,46,23,87,,,1585
