Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
11,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,188,185,136,133,123,132,106,102,69,51,27,96,73.5,B C,1450
11,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,178,177,129,133,,,,,,,,,,,1300
11,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,178,178,128,132,113,,97,86,62.5,50,30,89,79.5,- A,1280
11,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,174,174,123,132,107,119,94,85?,70,51,25,91,73.5,,1200
11,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,178,143,133,120,126?,102,94,73,55,25,92,74,A,1450
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,179,178,131,143,115,129,98,92,71,53,23,94,73,A,1425
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,183,183,138,140,113,119,102,95,70,53,25,93,74,A B,1505
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,183,181,131,133,114,123,98,92,71,51,24,94,73,A,1360
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,184,182,133,133,111,121,106,100,74,55,25,94,73,A,1385
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,185,182,128,134,120,128,101,103,73,51,24,102,67,D E,1350
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,186,185,134,136,123,133,106,104,81,55,25,98,68,B,1440
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,186,186,134,132,110,123,98,91,69,51,24,93,74,A B,1400
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,176,176,129,130,107,118,99,99,70,49,26,100,69,C,1255
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,186,184,131,140,120,133,102,100,69,50,26,98,71,C,1450
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,184,183,130,129,117,130,95,91,72,57,22,96,69.5,A B,1310
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,191,190,138,143,118,132,99,96,68,50,23,97,69.5,B,1600
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,191,189,126,132,120,131,101,100,67,49,24,99,70,C D,1350
11,-2780,-2560,BC,BC,Twelfth to Fifteenth Dynasties,Hou,Male,183,181,137,146,119,126,99,94,69,52,25,95,72.5,A B,1560
