Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,187,182,,141,118,,,,,,,,,,
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,182,180,140,137,113,,97,93,,50,25,96,,,1480
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,188,183,130,142,115,,94,92,,48,24,98,,,1475
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,185,178,143,143,123,,109,104,,52,27,95,,,1610
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,177,175,141,132,115,,98,88,,49,22,90,,,1400
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,175,168,135,147,123,,101,102,,53,25,101,,,1475
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,193,191,136,141,122,,101,93,,51,25,92,,,1570
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,183,179,137,139,116,,105,94,,50?,24,90,,,1485
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,191,189,136,141,117,,,,,,,,,,1560
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Deshasheh,Male,186,181,139,143,114,,99,87,,53,24,88,,,1570
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,184,,142,141,122,132,101,97,75,56,25,96,71,B,1570
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,182,,138,137,126,136,102,,73,53,27,,,,1465
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,186,,135,144,122,130,107,106,76,56,24,99,69.5,C,1540
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,185,,136,140,121,130,105,97,71,55,31,92,75,A,1495
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,186,,140,137,121,,106,95,77,58,24,90,76,- A,1520
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,171,,131,135,113,,,94,,,,,,,1290
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,177,,140,136,116,125,109,102,73,53,23,94,74.5,A B,1430
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,190,,134,140,120,124,101,92,64,49,24,91,78,A,1515
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,180,,136,135,115,,102,98,74,48,24,96,71,B,1405
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,173,,130,132,115,122,100,95,70,51,25,95,72,A B,1260
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,195,,139,150,121,128,101,103,70,47,28,102,68,D E,1730
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,186,,135,136,119,,103,102,71,48,22,99,70,C D,1450
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,185,,137,138,118,118,103,101,70,51,27,98,71,C,1490
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,179,,139,140,120,131,102,99,72,52,23,97,71,B C,1480
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,190,,128,138,111,122,98,95,66,45,23,97,71.5,B C,1430
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,178,,130,143,113,,92,,,47,,,,,1400
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,181,,127,132,111,122,96,95,67,47,23,99,70,C,1290
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,180,,137,149,124,,97,92,75,55,24,95,70,A,1560
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,180,,126,139,125,,99,,,,,,,,1340
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,178,,123,133,113,131,99,90,70,55,26,91,74,A,1235
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,187,,138,140,,,,,,,,,,,1535
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,176,,,135,114,127,,,,,,,,,
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,184,,139,141,120,129,101,91,70,52,24,91,75.5,A,1530
7,-4000,-3500,BC,BC,Fourth and Fifth Dynasties,Medum,Male,188,,137,140,118,126,106,106,71,53,24,100,69.5,C D,1535
7,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,198,193,138,,126,131,109,107,76,58,26,98,71,C,
